document,sentiment
"Combines sharp comedy , old-fashioned monster movie atmospherics , and genuine heart to create a film that 's not merely about kicking undead \*\*\* , but also about dealing with regret and , ultimately , finding redemption .",pos
"An enormously entertaining movie , like nothing we 've ever seen before , and yet completely familiar .",pos
`` Home Movie '' is a sweet treasure and something well worth your time .,pos
"Rollerball IS as bad as you think , and worse than you can imagine .",neg
"The unique niche of self-critical , behind-the-scenes navel-gazing Kaufman has carved from Orleans ' story and his own infinite insecurity is a work of outstanding originality .",pos
Almodovar is an imaginative teacher of emotional intelligence in this engaging film about two men who discover what William James once called ` the gift of tears . ',pos
"Most of the problems with the film do n't derive from the screenplay , but rather the mediocre performances by most of the actors involved",neg
"Vividly demonstrates that the director of such Hollywood blockbusters as Patriot Games can still turn out a small , personal film with an emotional wallop .",pos
"-LRB- Reynolds -RRB- takes a classic story , casts attractive and talented actors and uses a magnificent landscape to create a feature film that is wickedly fun to watch .",pos
The rare movie that 's as crisp and to the point as the novel on which it 's based .,pos
This is the kind of movie that gets a quick release before real contenders arrive in September .,neg
"`` Analyze That '' is one of those crass , contrived sequels that not only fails on its own , but makes you second-guess your affection for the original .",neg
"Return to Never Land is reliable , standard Disney animated fare , with enough creative energy and wit to entertain all ages .",pos
Woody Allen can write and deliver a one liner as well as anybody .,pos
I do n't blame Eddie Murphy but should n't Owen Wilson know a movie must have a story and a script ?,neg
"Imagine -LRB- if possible -RRB- a Pasolini film without passion or politics , or an Almodovar movie without beauty or humor , and you have some idea of the glum , numb experience of watching O Fantasma .",neg
"As commander-in-chief of this film , Bigelow demonstrates a breadth of vision and an attention to detail that propels her into the upper echelons of the directing world .",pos
"Enough said , except : Film overboard !",neg
"Brings to a spectacular completion one of the most complex , generous and subversive artworks of the last decade .",pos
"Equilibrium the movie , as opposed to the manifesto , is really , really stupid .",neg
So boring that even its target audience talked all the way through it .,neg
The very simple story seems too simple and the working out of the plot almost arbitrary .,neg
"It 's about individual moments of mood , and an aimlessness that 's actually sort of amazing .",pos
The 50-something lovebirds are too immature and unappealing to care about .,neg
"` Punch-Drunk Love is so convinced of its own brilliance that , if it were a person , you 'd want to smash its face in . '",neg
A must see for all sides of the political spectrum,pos
"No amount of arty theorizing -- the special effects are ` German-Expressionist , ' according to the press notes -- can render it anything but laughable .",neg
"A heartbreakingly thoughtful minor classic , the work of a genuine and singular artist .",pos
MIB II is a movie that makes it possible for the viewer to doze off for a few minutes or make several runs to the concession stand and\/or restroom and not feel as if he or she has missed anything .,neg
"A frustrating ` tweener ' -- too slick , contrived and exploitative for the art houses and too cynical , small and decadent for the malls .",neg
"Jagger , Stoppard and director Michael Apted ... deliver a riveting and surprisingly romantic ride .",pos
"Impresses as a skillfully assembled , highly polished and professional adaptation ... just about as chilling and unsettling as ` Manhunter ' was .",pos
Showtime is a fine-looking film with a bouncy score and a clutch of lively songs for deft punctuation .,pos
"This movie may not have the highest production values you 've ever seen , but it 's the work of an artist , one whose view of America , history and the awkwardness of human life is generous and deep .",pos
Rarely have I seen a film so willing to champion the fallibility of the human heart .,pos
"The film boasts dry humor and jarring shocks , plus moments of breathtaking mystery .",pos
The logic of it all will be Greek to anyone not predisposed to the movie 's rude and crude humor .,neg
"I 'm not sure which is worse : the poor acting by the ensemble cast , the flat dialogue by Vincent R. Nebrida or the gutless direction by Laurice Guillen .",neg
"The problem is that for the most part , the film is deadly dull .",neg
A jaw-droppingly beautiful work,pos
"By turns touching , raucously amusing , uncomfortable , and , yes , even sexy , Never Again is a welcome and heartwarming addition to the romantic comedy genre .",pos
"A well-done film of a self-reflexive , philosophical nature .",pos
The entire movie is so formulaic and forgettable that it 's hardly over before it begins to fade from memory .,neg
"More timely than its director could ever have dreamed , this quietly lyrical tale probes the ambiguous welcome extended by Iran to the Afghani refugees who streamed across its borders , desperate for work and food .",pos
"This is a fragmented film , once a good idea that was followed by the bad idea to turn it into a movie .",neg
"A graceful , moving tribute to the courage of New York 's finest and a nicely understated expression of the grief shared by the nation at their sacrifice .",pos
Jones has tackled a meaty subject and drawn engaging characters while peppering the pages with memorable zingers .,pos
The catch is that they 're stuck with a script that prevents them from firing on all cylinders .,neg
"Good fun , good action , good acting , good dialogue , good pace , good cinematography .",pos
It 's crap on a leash -- far too polite to scale the lunatic heights of Joe Dante 's similarly styled Gremlins .,neg
The cumulative effect of the movie is repulsive and depressing .,neg
The sheer dumbness of the plot -LRB- other than its one good idea -RRB- and the movie 's inescapable air of sleaziness get you down .,neg
"Stealing Harvard will dip into your wallet , swipe 90 minutes of your time , and offer you precisely this in recompense : A few early laughs scattered around a plot as thin as it is repetitious .",neg
"An example of quiet , confident craftsmanship that tells a sweet , charming tale of intergalactic friendship .",pos
